time,ant_id,from_role,to_role,reason,x,y
8169,67,transporter,follower,food_deposited_at_nest,91.21439982415691,87.26892622628282
8180,25,transporter,follower,food_deposited_at_nest,87.78927300721348,88.89764412397805
8365,58,transporter,follower,food_deposited_at_nest,88.93356475388195,92.64072194306885
8376,11,follower,transporter,food_reached_from_trail,237.70843056075338,237.9520693442503
8471,36,follower,transporter,food_reached_from_trail,243.2724966051384,240.83659317481425
8619,67,follower,transporter,food_reached_from_trail,241.56025602350022,237.00820096000885
8798,47,follower,transporter,food_reached_from_trail,239.93441752647595,236.75629882393181
8990,35,transporter,follower,food_deposited_at_nest,87.50494416582113,89.18915067237025
9061,67,transporter,follower,food_deposited_at_nest,91.21439982415691,87.26892622628282
9375,59,follower,transporter,food_reached_from_trail,240.74073650944158,236.55005310683364
9410,49,transporter,follower,food_deposited_at_nest,92.54614034709508,91.36334416036127
9510,67,follower,transporter,food_reached_from_trail,241.24754038420494,236.8974797123473
9545,11,transporter,follower,food_deposited_at_nest,91.09183083983444,92.78814905925306
9952,67,transporter,follower,food_deposited_at_nest,91.21439982415691,87.26892622628282
9961,47,transporter,follower,food_deposited_at_nest,88.48960102280776,87.56935684686646
